# Generic missing sounds
loaded_sound,amb_emitters/emt_mtl_chainlink_rattle1.wav
loaded_sound,amb_emitters/emt_mtl_chainlink_rattle2.wav
sound,emt_mtl_chainlink_rattle
loaded_sound,amb_emitters/emt_mtl_corrugate_rattle1.wav
sound,emt_mtl_corrugate_rattle
loaded_sound,amb_emitters/emt_mtl_pipe_clanging.wav
sound,emt_pipe_clanking
loaded_sound,amb_emitters/emt_fly_loop3.wav
sound,emt_fly_loop
loaded_sound,amb_emitters/emt_mtl_tower_creaking.wav
sound,emt_mtl_tower_creaking
loaded_sound,amb_emitters/emt_mtl_drum_pings.wav
sound,emt_mtl_drum_pings
loaded_sound,user_interface/ui_computer_text_delete1.wav
sound,ui_pulse_text_delete
loaded_sound,user_interface/ui_computer_text_blip1x.wav
sound,ui_pulse_text_type
loaded_sound,misc/mrk_breathing_better10.wav
loaded_sound,misc/mrk_breathing_better11.wav
loaded_sound,misc/mrk_breathing_better12.wav
sound,breathing_better
loaded_sound,fire/fire_woodtrash_small1v2res.wav
loaded_sound,fire/fire_woodtrash_small2v2res.wav
sound,fire_barrel_small
loaded_sound,amb_emitters/emt_tree_palm_rustle01.wav
loaded_sound,amb_emitters/emt_tree_palm_rustle02.wav
sound,emt_tree_palm_rustle
loaded_sound,amb_emitters/emt_tree_leaf_rustle01.wav
loaded_sound,amb_emitters/emt_tree_leaf_rustle02.wav
sound,emt_tree_leaf_rustle
loaded_sound,amb_emitters/emt_acduct_rattle1.wav
loaded_sound,amb_emitters/emt_acduct_rattle2.wav
loaded_sound,amb_emitters/emt_acduct_rattle3.wav
sound,emt_ac_metal_rattle
sound,emt_ac_duct_rattle
loaded_sound,amb_emitters/emt_mtl_rattle_dull.wav
sound,emt_metal_rattle_dull
loaded_sound,amb_emitters/emt_mtl_rattle_ring.wav
sound,emt_metal_rattle_ring
loaded_sound,amb_emitters/emt_mtl_rattle_squeak.wav
sound,emt_metal_rattle_squeak
loaded_sound,amb_emitters/emt_mtl_rattle_pole.wav
sound,emt_metal_rattle_pole
loaded_sound,amb_emitters/emt_bug_loop_cicada1.wav
sound,emt_cicada_loop
loaded_sound,explosions/mrk_rockexplosion_layer1.wav
loaded_sound,explosions/mrk_rockexplosion_layer5.wav
sound,rocket_explode_brick_layer
sound,rocket_explode_carpet
sound,rocket_explode_ceramic
sound,rocket_explode_cloth
sound,rocket_explode_concrete
sound,rocket_explode_concrete_layer
sound,rocket_explode_cushion
sound,rocket_explode_default
sound,rocket_explode_dirt
sound,rocket_explode_flesh
sound,rocket_explode_foliage
sound,rocket_explode_fruit
sound,rocket_explode_glass
sound,rocket_explode_grass
sound,rocket_explode_gravel
sound,rocket_explode_ice
sound,rocket_explode_metal
sound,rocket_explode_mud
sound,rocket_explode_paintedmetal
sound,rocket_explode_paper
sound,rocket_explode_plaster
sound,rocket_explode_plastic
sound,rocket_explode_riotshield
sound,rocket_explode_rock
sound,rocket_explode_rubber
sound,rocket_explode_sand
sound,rocket_explode_sand_layer
sound,rocket_explode_slush
sound,rocket_explode_snow
sound,rocket_explode_water
sound,rocket_explode_wood
loaded_sound,weapons/impact/impact_dirt_01.wav
loaded_sound,weapons/impact/impact_dirt_03.wav
loaded_sound,weapons/impact/impact_dirt_06.wav
sound,bullet_small_snow
sound,bulletspray_large_snow
sound,bulletspray_small_snow
loaded_sound,footsteps/foot_dirt02.wav
loaded_sound,footsteps/foot_dirt03.wav
loaded_sound,footsteps/foot_dirt04.wav
sound,step_run_plr_dirt
loaded_sound,footsteps/foot_metal01.wav
loaded_sound,footsteps/foot_metal02.wav
loaded_sound,footsteps/foot_metal03.wav
loaded_sound,footsteps/foot_metal04.wav
sound,step_run_plr_ladder
sound,step_run_plr_metal
loaded_sound,footsteps/mrk_foot_dirtsand01.wav
loaded_sound,footsteps/mrk_foot_dirtsand02.wav
loaded_sound,footsteps/mrk_foot_dirtsand03.wav
loaded_sound,footsteps/mrk_foot_dirtsand04.wav
sound,step_run_plr_sand
loaded_sound,footsteps/foot_snow01.wav
loaded_sound,footsteps/foot_snow02.wav
loaded_sound,footsteps/foot_snow03.wav
loaded_sound,footsteps/foot_snow04.wav
sound,step_run_plr_snow
sound,step_sprint_plr_metal
sound,step_sprint_plr_snow
sound,step_walk_plr_dirt
sound,step_walk_plr_metal
sound,step_walk_plr_sand
sound,step_walk_plr_snow
loaded_sound,footsteps/land_metal.wav
sound,Land_metal
sound,Land_plr_metal
loaded_sound,footsteps/mrk_land_dirtsand.wav
sound,Land_plr_sand
loaded_sound,footsteps/land_snow.wav
sound,Land_plr_snow
sound,Land_sand
sound,Land_snow
#loaded_sound,amb_emitters/amb_rain_car.wav
#loaded_sound,amb_emitters/amb_rain_foliagehvy.wav
#loaded_sound,amb_emitters/amb_rain_roofhvy.wav
#sound,emt_rain_foliage
#sound,emt_rain_building
#sound,emt_rain_roof
#sound,emt_rain_metal
#sound,emt_rain_wood
